CARRIE,CARRIE,Cupid has flown the co-op.,Cupid has flown the co-op.
CARRIE,CARRIE,"How the hell did we get into this mess? There are thousands, maybe tens of thousands of women like this in the city.","How the hell did we get into this mess? There are thousands, maybe tens of thousands of women like this in the city."
CARRIE,CARRIE,"We all know them, and we all agree they're great.","We all know them, and we all agree they're great."
CARRIE,CARRIE,They travel.,They travel.
CARRIE,CARRIE,They pay taxes.,They pay taxes.
CARRIE,CARRIE,They'll spend $400 on a pair of Manolo Blahnik strappy sandals.,They'll spend $400 on a pair of Manolo Blahnik strappy sandals.
CARRIE,CARRIE,And they're alone.,And they're alone.
CARRIE,CARRIE,It's like the riddle of the Sphinx.,It's like the riddle of the Sphinx.
CARRIE,CARRIE,Why are there so many great unmarried women and no great unmarried men? I explore these sorts of issues in my column and I have terrific sources: my friends.,Why are there so many great unmarried women and no great unmarried men? I explore these sorts of issues in my column and I have terrific sources: my friends.
PETER MASON,PETER MASON,"When you're a young guy in your 20s, women are controlling the relationship.","When you're a young guy in your 20s, women are controlling the relationship."
PETER MASON,PETER MASON,So by the time you're an eligible man in your 30s you feel like you're being devoured by women.,So by the time you're an eligible man in your 30s you feel like you're being devoured by women.
PETER MASON,PETER MASON,"Suddenly, the guys are holding all the chips.","Suddenly, the guys are holding all the chips."
PETER MASON,PETER MASON,I call it the mid-30s power flip.,I call it the mid-30s power flip.
CAPOTE DUNCAN,CAPOTE DUNCAN,It's all about age and biology.,It's all about age and biology.
CAPOTE DUNCAN,CAPOTE DUNCAN,"I mean, if you want to get married, it's to have kids, right? Not with someone older than 35, 'cause you have to have kids right away and that's about it.","I mean, if you want to get married, it's to have kids, right? Not with someone older than 35, 'cause you have to have kids right away and that's about it."
CAPOTE DUNCAN,CAPOTE DUNCAN,I think these women should just forget about marriage and have a good time.,I think these women should just forget about marriage and have a good time.
MIRANDA,MIRANDA,I have a friend who'd always gone out with extremely sexy guys and just had a good time.,I have a friend who'd always gone out with extremely sexy guys and just had a good time.
MIRANDA,MIRANDA,"One day she woke up, and she was 41.","One day she woke up, and she was 41."
MIRANDA,MIRANDA,She couldn't get any more dates.,She couldn't get any more dates.
MIRANDA,MIRANDA,She had a complete physical breakdown couldn't hold her job and moved back to Wisconsin to live with her mother.,She had a complete physical breakdown couldn't hold her job and moved back to Wisconsin to live with her mother.
MIRANDA,MIRANDA,Trust me-this is not a story that makes men feel bad.,Trust me-this is not a story that makes men feel bad.
CHARLOTTE,CHARLOTTE,Most men are threatened by successful women.,Most men are threatened by successful women.
CHARLOTTE,CHARLOTTE,"If you want to get these guys, you have to keep your mouth shut and play by the rules.","If you want to get these guys, you have to keep your mouth shut and play by the rules."
SKIPPER,SKIPPER,I totally believe that love conquers all.,I totally believe that love conquers all.
SKIPPER,SKIPPER,Sometimes you just have to give it a little space and that's exactly what's missing in Manhattan-the space for romance.,Sometimes you just have to give it a little space and that's exactly what's missing in Manhattan-the space for romance.
PETER MASON,PETER MASON,The problem is expectations.,The problem is expectations.
PETER MASON,PETER MASON,Older women don't want to settle for what's available.,Older women don't want to settle for what's available.
MIRANDA,MIRANDA,"By the time you reach your mid-30s you think, ""Why should I settle?"" You know?","By the time you reach your mid-30s you think, ""Why should I settle?"" You know?"
CHARLOTTE,CHARLOTTE,"It's like the older we get, the more we keep self-selecting down to a smaller and smaller group.","It's like the older we get, the more we keep self-selecting down to a smaller and smaller group."
CAPOTE DUNCAN,CAPOTE DUNCAN,What women really want is Alec Baldwin.,What women really want is Alec Baldwin.
PETER MASON,PETER MASON,There's not one woman in New York who hasn't turned down 10 wonderful guys because they were too short or too fat or too poor.,There's not one woman in New York who hasn't turned down 10 wonderful guys because they were too short or too fat or too poor.
MIRANDA,MIRANDA,"I have been out with some of those guys-the short, fat, poor ones.","I have been out with some of those guys-the short, fat, poor ones."
MIRANDA,MIRANDA,It makes absolutely no difference.,It makes absolutely no difference.
MIRANDA,MIRANDA,They are just as self-centered and unappreciative as the good-looking ones.,They are just as self-centered and unappreciative as the good-looking ones.
PETER MASON,PETER MASON,"Why don't these women just marry a fat guy? Why don't they just marry a big, fat tub of lard?","Why don't these women just marry a fat guy? Why don't they just marry a big, fat tub of lard?"
GROUP,GROUP,"Happy birthday, dear Miranda Happy birthday to you","Happy birthday, dear Miranda Happy birthday to you"
CARRIE,CARRIE, Another 30-something birthday with a group of unmarried female friends.,Another 30-something birthday with a group of unmarried female friends.
CARRIE,CARRIE,We would all have preferred a nice celebratory conference call.,We would all have preferred a nice celebratory conference call.
MIRANDA,MIRANDA, You were saying?,You were saying?
SAMANTHA,SAMANTHA," Look. If you're a successful single woman in this city, you have two choices: You can bang your head against the wall and try and find a relationship or you can say ""screw it,"" and just go out and have sex like a man.","Look. If you're a successful single woman in this city, you have two choices: You can bang your head against the wall and try and find a relationship or you can say ""screw it,"" and just go out and have sex like a man."
CHARLOTTE,CHARLOTTE, You mean with dildos?,You mean with dildos?
SAMANTHA,SAMANTHA,"No, I mean without feeling.","No, I mean without feeling."
CARRIE,CARRIE,Samantha was a New York inspiration.,Samantha was a New York inspiration.
CARRIE,CARRIE,A public relations executive she routinely slept with good-looking guys in their 20s.,A public relations executive she routinely slept with good-looking guys in their 20s.
SAMANTHA,SAMANTHA,"Remember that guy I was going out with? Oh, God, what was his name?","Remember that guy I was going out with? Oh, God, what was his name?"
GROUP,GROUP,Drew.,Drew.
CARRIE,CARRIE, Drew the sex god.,Drew the sex god.
SAMANTHA,SAMANTHA, Right.,Right.
SAMANTHA,SAMANTHA,Afterwards? I didn't feel a thing.,Afterwards? I didn't feel a thing.
SAMANTHA,SAMANTHA,"It was like, ""Hey, babe, gotta go.","It was like, ""Hey, babe, gotta go."
SAMANTHA,SAMANTHA,Catch ya later.,Catch ya later.
SAMANTHA,SAMANTHA,""" And I completely forgot about him after that.",""" And I completely forgot about him after that."
CHARLOTTE,CHARLOTTE,But are you sure that isn't just 'cause he didn't call you? ,But are you sure that isn't just 'cause he didn't call you?
SAMANTHA,SAMANTHA,"Sweetheart, this is the first time in the history of Manhattan that women have had as much money and power as men plus the equal luxury of treating men like sex objects.","Sweetheart, this is the first time in the history of Manhattan that women have had as much money and power as men plus the equal luxury of treating men like sex objects."
MIRANDA,MIRANDA,"Yeah, except men in this city fail on both counts.","Yeah, except men in this city fail on both counts."
MIRANDA,MIRANDA,"I mean, they don't want to be in a relationship with you but as soon as you only want them for sex, they don't like it.","I mean, they don't want to be in a relationship with you but as soon as you only want them for sex, they don't like it."
MIRANDA,MIRANDA,All of a sudden they can't perform the way they're supposed to.,All of a sudden they can't perform the way they're supposed to.
SAMANTHA,SAMANTHA,That's when you dump them.,That's when you dump them.
CARRIE,CARRIE," Ladies, are we really That cynical? What about romance?","Ladies, are we really That cynical? What about romance?"
CHARLOTTE,CHARLOTTE,Yeah.,Yeah.
SAMANTHA,SAMANTHA,Who needs it?,Who needs it?
MIRANDA,MIRANDA,"It's like that guy, Jeremiah, the poet.","It's like that guy, Jeremiah, the poet."
MIRANDA,MIRANDA,"I mean, the sex was incredible.","I mean, the sex was incredible."
MIRANDA,MIRANDA,"But then he wanted to read me his poetry and go out to dinner and the whole chat bit, and I'm like, ""Let's not even go there.","But then he wanted to read me his poetry and go out to dinner and the whole chat bit, and I'm like, ""Let's not even go there."
CHARLOTTE,CHARLOTTE,""" What are you saying? That you're just going to give up on love? That's sick.",""" What are you saying? That you're just going to give up on love? That's sick."
CARRIE,CARRIE," No, No, no.","No, No, no."
CARRIE,CARRIE,"Believe me the right guy comes along, and you two here, this whole thing-right out the window.","Believe me the right guy comes along, and you two here, this whole thing-right out the window."
CHARLOTTE,CHARLOTTE,That's right! ,That's right!
SAMANTHA,SAMANTHA,Listen to me! The right guy is an illusion.,Listen to me! The right guy is an illusion.
SAMANTHA,SAMANTHA,Start living your lives.,Start living your lives.
CARRIE,CARRIE,So you think it's really possible to pull off this whole women-having-sex-like-men thing?,So you think it's really possible to pull off this whole women-having-sex-like-men thing?
SAMANTHA,SAMANTHA,You're forgetting The Last Seduction.,You're forgetting The Last Seduction.
CARRIE,CARRIE,You're obsessed with that movie.,You're obsessed with that movie.
MIRANDA,MIRANDA,"Okay, Linda Fiorentino fucking that guy up against the chain-link fence.","Okay, Linda Fiorentino fucking that guy up against the chain-link fence."
SAMANTHA,SAMANTHA,"And never having one of those ""Oh, my God, what have I done?"" epiphanies.","And never having one of those ""Oh, my God, what have I done?"" epiphanies."
CHARLOTTE,CHARLOTTE,I hated that movie.,I hated that movie.
CARRIE,CARRIE,Was it true? Were women in New York really giving up on love and throttling up on power? What a tempting thought.,Was it true? Were women in New York really giving up on love and throttling up on power? What a tempting thought.
STANFORD BLATCH,STANFORD BLATCH,I'm beginning to think the only place one can still find love and romance in New York is the gay community.,I'm beginning to think the only place one can still find love and romance in New York is the gay community.
STANFORD BLATCH,STANFORD BLATCH,It's straight love that's become closeted.,It's straight love that's become closeted.
CARRIE,CARRIE,Stanford Blatch was one of my closest friends.,Stanford Blatch was one of my closest friends.
CARRIE,CARRIE,"He owned a talent agency and, at the moment, was down to a single client.","He owned a talent agency and, at the moment, was down to a single client."
CARRIE,CARRIE,"So, are you telling me that you're in love? ","So, are you telling me that you're in love?"
STANFORD BLATCH,STANFORD BLATCH,"How could I possibly sustain a relationship? You know Derek takes up like, a thousand percent of my time.","How could I possibly sustain a relationship? You know Derek takes up like, a thousand percent of my time."
CARRIE,CARRIE,Don't you think that's a bit obsessive?,Don't you think that's a bit obsessive?
STANFORD BLATCH,STANFORD BLATCH,Carrie I'm a passionate person. His career is all I care about.,Carrie I'm a passionate person. His career is all I care about.
STANFORD BLATCH,STANFORD BLATCH,"When that's under control, then I can concentrate on my personal life.","When that's under control, then I can concentrate on my personal life."
CARRIE,CARRIE,"Stanford, he's an underwear model.","Stanford, he's an underwear model."
STANFORD BLATCH,STANFORD BLATCH,With a billboard in Times Square.,With a billboard in Times Square.
STANFORD BLATCH,STANFORD BLATCH,"Oh, my God.","Oh, my God."
STANFORD BLATCH,STANFORD BLATCH,Don't turn around.,Don't turn around.
STANFORD BLATCH,STANFORD BLATCH,The loathe of your life is at the bar.,The loathe of your life is at the bar.
CARRIE,CARRIE,It was Kurt Harrington a mistake I made when I was 26 and 29 and 31.,It was Kurt Harrington a mistake I made when I was 26 and 29 and 31.
STANFORD BLATCH,STANFORD BLATCH,"Carrie, don't even go there.","Carrie, don't even go there."
CARRIE,CARRIE,What? Do you think I'm a masochist? The man is scum.,What? Do you think I'm a masochist? The man is scum.
STANFORD BLATCH,STANFORD BLATCH, Good.,Good.
STANFORD BLATCH,STANFORD BLATCH,Because I don't have the patience to clean up this mess for the fourth time.,Because I don't have the patience to clean up this mess for the fourth time.
CARRIE,CARRIE,Will you relax? I don't have a shred of feeling left.,Will you relax? I don't have a shred of feeling left.
STANFORD BLATCH,STANFORD BLATCH,Thank God.,Thank God.
CARRIE,CARRIE,"Now, if you'll excuse me, I have to visit the ladies' room.","Now, if you'll excuse me, I have to visit the ladies' room."
CARRIE,CARRIE,It was true.,It was true.
CARRIE,CARRIE,I no longer felt a thing for Kurt.,I no longer felt a thing for Kurt.
CARRIE,CARRIE,"After all these years, I finally saw him for what he was: a self-centered, withholding creep who was still the best sex I ever had in my life.","After all these years, I finally saw him for what he was: a self-centered, withholding creep who was still the best sex I ever had in my life."
CARRIE,CARRIE,"However, I did have a little experiment in mind.","However, I did have a little experiment in mind."
CARRIE,CARRIE,Kurt. Wow. What are you doin' here?,Kurt. Wow. What are you doin' here?
KURT HARRINGTON,KURT HARRINGTON," Hey, babe.","Hey, babe."
KURT HARRINGTON,KURT HARRINGTON," God, You look gorgeous.","God, You look gorgeous."
CARRIE,CARRIE, Thanks.,Thanks.
CARRIE,CARRIE,"So, how's life? ","So, how's life?"
KURT HARRINGTON,KURT HARRINGTON,Not bad. Can't complain.,Not bad. Can't complain.
CARRIE,CARRIE,"You? Oh, you know, just writing the column.","You? Oh, you know, just writing the column."
CARRIE,CARRIE,The usual.,The usual.
CARRIE,CARRIE,"So, you seeing anyone special?","So, you seeing anyone special?"
KURT HARRINGTON,KURT HARRINGTON,Not really. You? ,Not really. You?
CARRIE,CARRIE,"Oh, just a couple guys.","Oh, just a couple guys."
CARRIE,CARRIE," Well, You look good, though.","Well, You look good, though."
KURT HARRINGTON,KURT HARRINGTON, So do you.,So do you.
CARRIE,CARRIE,So what are you doing later?,So what are you doing later?
KURT HARRINGTON,KURT HARRINGTON,I thought you weren't talking to me for the rest of your life.,I thought you weren't talking to me for the rest of your life.
CARRIE,CARRIE,Who said anything about talking?,Who said anything about talking?
KURT HARRINGTON,KURT HARRINGTON,"What do you say to my place, 3:00?","What do you say to my place, 3:00?"
CARRIE,CARRIE,Alright. See ya there.,Alright. See ya there.
STANFORD BLATCH,STANFORD BLATCH,Are you out of your mind? What the hell do you think you're doing?,Are you out of your mind? What the hell do you think you're doing?
CARRIE,CARRIE,"Oh, calm down.","Oh, calm down."
CARRIE,CARRIE,It's research.,It's research.
CARRIE,CARRIE,"Oh, God.","Oh, God."
CARRIE,CARRIE,"Oh, Kurt.","Oh, Kurt."
CARRIE,CARRIE,Kurt was just like I remembered-better-because this time there would be none of that messy emotional attachment.,Kurt was just like I remembered-better-because this time there would be none of that messy emotional attachment.
KURT HARRINGTON,KURT HARRINGTON,All righty.,All righty.
KURT HARRINGTON,KURT HARRINGTON,My turn.,My turn.
CARRIE,CARRIE,"Oh, sorry.","Oh, sorry."
CARRIE,CARRIE,I have to go back to work.,I have to go back to work.
KURT HARRINGTON,KURT HARRINGTON,What? Are you kiddin'? You're serious? ,What? Are you kiddin'? You're serious?
CARRIE,CARRIE,"Oh, yeah. Completely.","Oh, yeah. Completely."
CARRIE,CARRIE,But I'll give you a call.,But I'll give you a call.
CARRIE,CARRIE,Maybe we can do it again sometime.,Maybe we can do it again sometime.
KURT HARRINGTON,KURT HARRINGTON,"Yeah, but-","Yeah, but-"
CARRIE,CARRIE,"As I began to get dressed, I realized that I'd done it.","As I began to get dressed, I realized that I'd done it."
CARRIE,CARRIE,I'd just had sex like a man.,I'd just had sex like a man.
CARRIE,CARRIE,"I left feeling powerful, potent and incredibly alive.","I left feeling powerful, potent and incredibly alive."
CARRIE,CARRIE,I felt like I owned this city.,I felt like I owned this city.
CARRIE,CARRIE,Nothing and no one could get in my way.,Nothing and no one could get in my way.
CARRIE,CARRIE,"Number one, he's very handsome.","Number one, he's very handsome."
BIG,BIG, There ya go.,There ya go.
CARRIE,CARRIE,"Number two, he's not wearing a wedding ring.","Number two, he's not wearing a wedding ring."
CARRIE,CARRIE,"Number three, he knows I carry textured Trojans with a reservoir tip.","Number three, he knows I carry textured Trojans with a reservoir tip."
CARRIE,CARRIE,Thanks a lot.,Thanks a lot.
BIG,BIG,Anytime.,Anytime.
CARRIE,CARRIE,"Later that night, Skipper met me for coffee and confessed a shocking intimate secret.","Later that night, Skipper met me for coffee and confessed a shocking intimate secret."
CARRIE,CARRIE,Thank you.,Thank you.
SKIPPER,SKIPPER,"Do you know that it has been, like, a year? ","Do you know that it has been, like, a year?"
CARRIE,CARRIE,Really? I don't understand that.,Really? I don't understand that.
CARRIE,CARRIE,You're such a nice guy.,You're such a nice guy.
SKIPPER,SKIPPER,That's the problem.,That's the problem.
SKIPPER,SKIPPER,"I'm too nice, you know? I'm a romantic.","I'm too nice, you know? I'm a romantic."
SKIPPER,SKIPPER,I just have so much feeling.,I just have so much feeling.
CARRIE,CARRIE,Are you sure you're not gay? ,Are you sure you're not gay?
SKIPPER,SKIPPER,No! I'm sensitive and I don't objectify women.,No! I'm sensitive and I don't objectify women.
SKIPPER,SKIPPER,"You know, most guys, when they meet a girl the first thing that they see is-You know-","You know, most guys, when they meet a girl the first thing that they see is-You know-"
CARRIE,CARRIE,Pussy?,Pussy?
SKIPPER,SKIPPER,"Oh, God! Oh! I hate that word.","Oh, God! Oh! I hate that word."
SKIPPER,SKIPPER,Don't you have any friends that you can hook me up with?,Don't you have any friends that you can hook me up with?
CARRIE,CARRIE,They're too old for you.,They're too old for you.
SKIPPER,SKIPPER, I like older women.,I like older women.
CARRIE,CARRIE,Maybe.,Maybe.
CARRIE,CARRIE, Maybe my friend Miranda.,Maybe my friend Miranda.
SKIPPER,SKIPPER, When?,When?
CARRIE,CARRIE,Tomorrow night.,Tomorrow night.
CARRIE,CARRIE,"We're all going downtown to this club, Chaos.","We're all going downtown to this club, Chaos."
SKIPPER,SKIPPER,Great.,Great.
SKIPPER,SKIPPER,Don't tell her I'm nice.,Don't tell her I'm nice.
CARRIE,CARRIE,Miranda was gonna hate Skipper.,Miranda was gonna hate Skipper.
CARRIE,CARRIE,She'd think he was mocking her with his sweet nature and decide he was an asshole the way she had decided all men were assholes.,She'd think he was mocking her with his sweet nature and decide he was an asshole the way she had decided all men were assholes.
CARRIE,CARRIE,Hello? -,Hello? -
CHARLOTTE,CHARLOTTE,"Hey, Carrie, it's Charlotte.","Hey, Carrie, it's Charlotte."
CARRIE,CARRIE," Hey, sweetie.","Hey, sweetie."
CHARLOTTE,CHARLOTTE, Hey.,Hey.
CHARLOTTE,CHARLOTTE,"Look, I can't meet you guys for dinner tomorrow night because I have an amazing date.","Look, I can't meet you guys for dinner tomorrow night because I have an amazing date."
CARRIE,CARRIE,With who? ,With who?
CHARLOTTE,CHARLOTTE,Capote Duncan. He's supposedly some big shot in the publishing world.,Capote Duncan. He's supposedly some big shot in the publishing world.
CHARLOTTE,CHARLOTTE,Do you know him? ,Do you know him?
CARRIE,CARRIE,"Did I know him? He was one of the city's most notoriously ""un-gettable"" bachelors.","Did I know him? He was one of the city's most notoriously ""un-gettable"" bachelors."
CHARLOTTE,CHARLOTTE,"Wait, don't even answer that question because, frankly, I don't care.","Wait, don't even answer that question because, frankly, I don't care."
CHARLOTTE,CHARLOTTE,And another thing.,And another thing.
CHARLOTTE,CHARLOTTE,I'm not buying any of that women-having-sex-like-men crap.,I'm not buying any of that women-having-sex-like-men crap.
CARRIE,CARRIE,I didn't tell her about my afternoon of cheap and easy sex and how good it felt.,I didn't tell her about my afternoon of cheap and easy sex and how good it felt.
CARRIE,CARRIE,All right.,All right.
CARRIE,CARRIE,Fine.,Fine.
CARRIE,CARRIE,"Have a good time, and promise to tell me everything.","Have a good time, and promise to tell me everything."
CHARLOTTE,CHARLOTTE,"Well, if you're lucky.","Well, if you're lucky."
CHARLOTTE,CHARLOTTE, Bye.,Bye.
CARRIE,CARRIE, All Right.,All Right.
CARRIE,CARRIE,Bye.,Bye.
CARRIE,CARRIE,Friday night at Chaos.,Friday night at Chaos.
CARRIE,CARRIE,"It was just like that bar in ""Cheers"" where everybody knows your name except here they were likely to forget it five minutes later.","It was just like that bar in ""Cheers"" where everybody knows your name except here they were likely to forget it five minutes later."
CARRIE,CARRIE,Hi.,Hi.
CARRIE,CARRIE,"Still, it was the creme de la creme of New York whipped into a frenzy.","Still, it was the creme de la creme of New York whipped into a frenzy."
CARRIE,CARRIE,Sometimes you got a souffle sometimes cottage cheese.,Sometimes you got a souffle sometimes cottage cheese.
MIRANDA,MIRANDA,It is like a model bomb exploded in this room tonight.,It is like a model bomb exploded in this room tonight.
MIRANDA,MIRANDA,Is there a woman here aside from me who weights more than a hundred pounds? ,Is there a woman here aside from me who weights more than a hundred pounds?
SKIPPER,SKIPPER,"I know, it's like ""Undereaters Anonymous.","I know, it's like ""Undereaters Anonymous."
MIRANDA,MIRANDA,""" That's funny, Skippy.",""" That's funny, Skippy."
SKIPPER,SKIPPER, Skipper.,Skipper.
MIRANDA,MIRANDA, I have this theory That men secretly hate pretty girls because they rejected them in school.,I have this theory That men secretly hate pretty girls because they rejected them in school.
SKIPPER,SKIPPER,Right.,Right.
SKIPPER,SKIPPER,"But if you're not part of the ""Beauty Olympics"" you can still become a very interesting person.","But if you're not part of the ""Beauty Olympics"" you can still become a very interesting person."
MIRANDA,MIRANDA,Are you saying that I'm not pretty enough? ,Are you saying that I'm not pretty enough?
SKIPPER,SKIPPER,"No, no, no. Of course you are.","No, no, no. Of course you are."
MIRANDA,MIRANDA,"So, ipso f acto, I can't be interesting? Women fall into one of two categories: beautiful and boring or homely and interesting, is that it?","So, ipso f acto, I can't be interesting? Women fall into one of two categories: beautiful and boring or homely and interesting, is that it?"
SKIPPER,SKIPPER,"No, that's not what I meant.","No, that's not what I meant."
MIRANDA,MIRANDA,Excuse me.,Excuse me.
MIRANDA,MIRANDA,Is this your hand on my knee? ,Is this your hand on my knee?
SKIPPER,SKIPPER,No.,No.
MIRANDA,MIRANDA,"Let's just keep 'em where I can see 'em, all right? Well, I guess you must find me beautiful.","Let's just keep 'em where I can see 'em, all right? Well, I guess you must find me beautiful."
MIRANDA,MIRANDA, Or interesting.,Or interesting.
CARRIE,CARRIE,"I was about to rescue Skipper from an increasingly hopeless situation, when suddenly-","I was about to rescue Skipper from an increasingly hopeless situation, when suddenly-"
KURT HARRINGTON,KURT HARRINGTON,"Lucky me, twice in one week.","Lucky me, twice in one week."
CARRIE,CARRIE,"Well, I don't know if you're going to be getting that lucky.","Well, I don't know if you're going to be getting that lucky."
KURT HARRINGTON,KURT HARRINGTON,"You know, I was really pissed off the way you left the other day.","You know, I was really pissed off the way you left the other day."
CARRIE,CARRIE, You were?,You were?
KURT HARRINGTON,KURT HARRINGTON,"Yeah. Then I thought, how great! You finally understand the kind of relationship I want and now we can have sex without commitment.","Yeah. Then I thought, how great! You finally understand the kind of relationship I want and now we can have sex without commitment."
CARRIE,CARRIE,Yeah.,Yeah.
CARRIE,CARRIE,Right.,Right.
CARRIE,CARRIE,Sure.,Sure.
CARRIE,CARRIE,I guess.,I guess.
CARRIE,CARRIE,"So when I feel like it, I'll call you.","So when I feel like it, I'll call you."
KURT HARRINGTON,KURT HARRINGTON," Yeah, please.","Yeah, please."
KURT HARRINGTON,KURT HARRINGTON,Whenever you feel like it.,Whenever you feel like it.
KURT HARRINGTON,KURT HARRINGTON,"If I'm alone, I'm all yours.","If I'm alone, I'm all yours."
CARRIE,CARRIE,Right.,Right.
KURT HARRINGTON,KURT HARRINGTON,I like this new you.,I like this new you.
KURT HARRINGTON,KURT HARRINGTON,Call me.,Call me.
CARRIE,CARRIE,Yup.,Yup.
CARRIE,CARRIE,I didn't understand.,I didn't understand.
CARRIE,CARRIE,"Did all men secretly want their women promiscuous and emotionally detached? And if I was really having sex like a man, why didn't I feel more in control? ","Did all men secretly want their women promiscuous and emotionally detached? And if I was really having sex like a man, why didn't I feel more in control?"
SAMANTHA,SAMANTHA,You see that guy? He's the next Donald Trump except he's younger and much better looking.,You see that guy? He's the next Donald Trump except he's younger and much better looking.
CARRIE,CARRIE,Hi.,Hi.
SAMANTHA,SAMANTHA, You know him?,You know him?
CARRIE,CARRIE,No. I've never seen him in my life.,No. I've never seen him in my life.
SAMANTHA,SAMANTHA,"He usually dates models, but, hey, I'm as good-looking as a model plus I own my own business.","He usually dates models, but, hey, I'm as good-looking as a model plus I own my own business."
CARRIE,CARRIE,Samantha had the kind of deluded self-confidence that caused men like Ross Perot to run for president and it usually got her what she wanted.,Samantha had the kind of deluded self-confidence that caused men like Ross Perot to run for president and it usually got her what she wanted.
SAMANTHA,SAMANTHA,"Well, if you're not gonna hit on him, I will.","Well, if you're not gonna hit on him, I will."
CARRIE,CARRIE,And there she went-off to take her best shot with Big.,And there she went-off to take her best shot with Big.
CARRIE,CARRIE,"Meanwhile, Charlotte York was having a splendid evening with Capote Duncan.","Meanwhile, Charlotte York was having a splendid evening with Capote Duncan."
CAPOTE DUNCAN,CAPOTE DUNCAN,Wanna go back to my place and see the Ross Blechner?,Wanna go back to my place and see the Ross Blechner?
CHARLOTTE,CHARLOTTE,"I'd love to, but it's really getting late.","I'd love to, but it's really getting late."
CAPOTE DUNCAN,CAPOTE DUNCAN,No problem.,No problem.
CHARLOTTE,CHARLOTTE, What year was It painted again?,What year was It painted again?
CAPOTE DUNCAN,CAPOTE DUNCAN,89,89
CARRIE,CARRIE,Though Charlotte was determined to play hard-to-get she didn't want to end the evening too abruptly.,Though Charlotte was determined to play hard-to-get she didn't want to end the evening too abruptly.
